company_name,title,job_title,job_summary,city,state,id
Liberty Mutual Insurance,Data Analyst,"Senior Business Analyst, Data Strategy and Reporting","Advance your Career at Liberty Mutual Insurance - A Fortune 100 Company. As a Centralized Reporting Analyst on the Economics Enablement Product Reporting team,…",Seattle, WA,713
Microsoft,Data Analyst,Senior Game Data Analyst - Turn 10 Studios,"Microsoft’s Turn 10 Studios, creators of the highly acclaimed Forza Motorsport series, is looking for an analytical and collaborative professional who’s…",Redmond, WA,714
Microsoft,Data Analyst,Security Data Analyst II,Are you passionate about leveraging real-world data to solve security problems and helping customers to be more secure in the cloud?,Redmond, WA,715
"ExtraHop Networks, Inc.",Data Scientist,Intern Data Scientist,The ExtraHop platform is a novel approach to processing vast amounts of wire data in real-time. Want to join a collaborative team that builds solutions which…,Seattle, WA,716
Uplight,Data Analyst,Data Analyst (Ad-Hoc Reporting),Rapt attention to detail ensuring that reports are accurate. Do you dream about creating a more sustainable future? What you get to do:,Seattle, WA,717
Google,Data Analyst,"Product Analyst/Business Analyst Intern, Summer 2020","You possess great attention to detail, and summarize with brevity and impact. Applications for this role will open on October 21st, and close on November 2nd,…",Kirkland, WA,718
Pactera Technologies,Data Analyst,Data Analyst Transcription,"Pactera, leading industry in localization and globalization services, is looking for in-house transcribers to work with us in our Redmond, WA office.",Redmond, WA,719
Volt Workforce Solutions,Data Analyst,Business Analyst,"This is a BA to Senior BA who is detail oriented, efficient in developing quality documentation, able to quickly build effective relationships, and can…",Ephrata, WA,720
Nestle USA,Data Analyst,Sr. Customer Data Analyst,Nestlé and Starbucks are bringing together the world’s most iconic coffee brands. Starbucks’ robust product portfolio celebrates coffee with rich tradition –…,Seattle, WA,721
Seattle Children's - Hospital Main Campus,Data Analyst,Data Analyst Sr,These three simple words capture what we do at Seattle Children’s –- to help every child live the healthiest and most fulfilling life possible.,Seattle, WA,722
Decisive Data,Data Analyst,Data Analyst,"Our organization delivers top-notch business intelligence solutions to our clients. The team is agile, lean, and composed of hard working, smart, self-starting…",Redmond, WA,723
PACE America Inc,Data Analyst,Software Data Analyst Intern – Part-Time,"Generation of application data in a relational data model. Extraction of information from drawings, specifications, and 3D models.",Everett, WA,724
Google,Data Scientist,"Data Scientist Intern, PhD, 2020","Applications for this role will open on October 21st, and close on November 20th, 2019. Join us for a full-time, 12-14 week internship during Summer 2020 with…",Seattle, WA,725
PATH,Data Analyst,"Research and Data Analyst, Malaria and Neglected Tropical Diseases",Please include a cover letter with your resume describing your interest in the position and how you meet the qualifications.,Seattle, WA,726
Evosus,Data Analyst,Product Owner / Business Analyst,"Here’s a snapshot of what we want you to do: You live and breathe the product! Your job is to understand market needs, align the product vision with developers,…",Vancouver, WA,727
Opti Staffing Group,Data Analyst,Construction Data Analyst,Attention to detail and calculations. Have a desire and ability to support customer needs with strong attention to detail. Paid Time Off accrued weekly.,Milton, WA,728
Costco Wholesale,Data Analyst,Business Analyst 3337~,"Minimum 3 years’ Business Analyst/Product Owner experience. Strong work ethic, demonstrated attention to detail and excellent time management skills.",Issaquah, WA,729
King County,Data Analyst,Business Analyst,THIS POSITION IS OPEN TO KING COUNTY EMPLOYEES ONLY. Join the extraordinary team at King County Records & Licensing Services as the Records and Information…,Seattle, WA,730
"Brooks Sports, Inc",Data Analyst,Data & Analytics Business Analyst / Data Modeler,"Effective problem-solver, with extraordinary analytical skills and attention to detail. Brooks is a team of passionate people united by a desire to do…",Seattle, WA,731
"Amazon Web Services, Inc.",Data Analyst,"Data Analyst, Sales Enablement","2 years of work experience applying data analysis and visualization techniques using tools such as , Quicksight, Domo.",Seattle, WA,732
Stryker,Data Analyst,Staff Quality Data Analyst,"Your primary focus with be to analyze, administer and implement programs to establish and maintain quality standards of existing products and services, as well…",Redmond, WA,733
Coastal Community Bank,Data Analyst,FinTech Compliance Data Analyst,Must have excellent attention to detail to ensure timely and effective communication. Here at Coastal Community Bank we take pride in our roots which is why…,Everett, WA,734
Course5 Intelligence,Data Analyst,Market Research Data Analyst,"Blueocean is a next-generation services organization with a deep focus on market intelligence, data analytics, and social intelligence, all uniquely delivered…",Redmond, WA,735
Kelly Services,Data Analyst,Business Analyst,"Kelly Services is seeking a Business Analyst for a multinational company that develops and markets systems, equipment and services for the transport sector in…",Redmond, WA,736
Advantage Resourcing,Data Analyst,Data Analyst / Business Analyst,"7 years of work experience, including 3 years as an analyst or consultant. Data Analyst / Business Analyst - 555262. 6 months with possible extensions.",Kirkland, WA,737
TRA Medical Imaging,Data Analyst,Business Analyst,Attention to detail and focused on accuracy. Work requires high attention to detail and the ability to handle mentally stressful situations.,Tacoma, WA,738
WSP USA,Data Scientist,Transportation Analyst/Data Scientist,"As a member of WSP’s Data Informatics Group, you will be part of a growing organization that is at the heart of transportation planning and data science.",Seattle, WA,739
Sound Physicians,Data Analyst,Technical Data Analyst,"As a technical data analyst on the Sound Physicians Enterprise Data Management (EDM) team, you will be working with business and technical stakeholders in…",Tacoma, WA,740
BRS,Data Analyst,Sr. Data Analyst*,"PetroCard is ‘More than just fuel’, we are the leader in Cardlock, Mobile Fueling and Fuel Distribution solutions.",Kent, WA,741
"Amazon.com Services, Inc.",Data Analyst,"Data Analyst, Tax Technology","Strong critical thinking, verbal and written communication skills, and attention to detail. BS degree in Accounting, Tax, Finance, a related field or equivalent…",Seattle, WA,742
DESC,Data Analyst,Health Integration Data Analyst,"Reconcile KCICN Payment and Adjustment Cycle Detail Reports. Medical, Dental, Life, Long-term Disability. Employee Assistance Program (EAP), Flexible Spending…",Seattle, WA,743
Terex Corporation,Data Analyst,Data Science (Telematics) Intern,The Terex Intern Program immerses high potential students in challenging real-world projects which directly help drive business results at our global…,Redmond, WA,744
ConMet,Data Analyst,Data Analyst (IoT Connected Products),We are unable to provide any visa sponsorship of any kind (including H1b or OPT) for this position—all applicants must have permanent legal ability to…,Vancouver, WA,745
AG Consulting Partners,Data Scientist,Data Analytics Project Manager,"Are you an energetic Project Manager with experience in data analytics, data sourcing and data modeling? Can you work comfortably with challenging projects and…",Redmond, WA,746
Leidos,Data Analyst,Program Analyst – Data Analytics Support,Program Analyst – Data Analytics Support. The Leidos Civil Group is seeking a Program Analyst to join the National Airspace System (NAS) Integration Support…,Des Moines, WA,747
"Amazon.com Services, Inc.",Data Analyst,Business Analyst,"BS/BA in a quantitative field such as Mathematics, Statistics, Engineering, Computer Science, Information Systems, quantitative Social Sciences or related field…",Seattle, WA,748
